id,3PM,OREB
430,0.609311, 0.959590
431,0.893636, 0.905809
432,0.817325, 0.958847
433,0.852681, 0.925717
434,0.867708, 0.864805
435,0.944608, 0.944882
436,0.980554, 0.805081
437,0.762817, 0.881593
440,0.994697, 0.612093
441,0.628167, 0.956619
442,0.999411, 0.816818
443,0.999705, 0.783242
445,0.824101, 0.833309
446,0.826164, 0.900312
447,0.567472, 0.967464
448,0.998232, 0.829000
450,0.998232, 0.819640
451,0.860047, 0.813104
452,0.728933, 0.951122
453,0.999411, 0.546427
455,0.999411, 0.762145
458,0.999411, 0.654880
459,0.708898, 0.952607
460,0.983206, 0.755608
461,0.739246, 0.964344
463,0.997348, 0.714456
464,0.772834, 0.852028
465,0.989982, 0.867330
466,1.000000, 0.808647
467,0.678845, 0.965533
468,0.972893, 0.801664
469,0.988509, 0.929580
470,0.997054, 0.760957
471,0.812905, 0.950676
473,0.496464, 0.938345
474,0.992045, 0.943693
475,0.634649, 0.962264
476,0.998821, 0.729758
477,0.935474, 0.921408
480,0.617855, 0.931808
483,0.999411, 0.832863
484,0.998821, 0.854554
485,0.931939, 0.799138
486,1.000000, 0.509285
487,0.930760, 0.813995
488,0.974072, 0.720992
489,0.980849, 0.814144
491,0.999116, 0.757540
492,0.824396, 0.812658
493,0.860342, 0.967464
494,1.000000, 0.664389
496,0.999705, 0.797653
497,0.760165, 0.957064
498,0.588981, 0.933145
500,0.742487, 0.886198
501,0.739835, 0.934631
502,0.998821, 0.714604
503,0.954626, 0.917100
504,0.631703, 0.810875
505,0.999705, 0.732729
506,0.712434, 0.886495
508,0.641721, 0.972218
509,0.739835, 0.792453
510,0.998232, 0.798544
511,0.988804, 0.712821
512,0.986447, 0.669737
513,0.983795, 0.681474
514,0.786093, 0.935374
515,0.844431, 0.860942
516,1.000000, 0.520576
517,0.635239, 0.971475
518,0.998527, 0.594414
519,0.984679, 0.692468
520,0.963465, 0.854256
522,0.999705, 0.779082
523,1.000000, 0.693953
524,0.748969, 0.950379
525,0.693872, 0.961373
526,0.661167, 0.937156
527,0.918680, 0.937751
528,0.853565, 0.774773
530,0.998527, 0.816075
532,0.965233, 0.961521
533,0.631703, 0.946070
534,0.994697, 0.822909
535,0.642310, 0.945476
536,0.998527, 0.796613
537,0.905716, 0.951865
538,0.999116, 0.789779
539,0.608427, 0.961967
540,0.656158, 0.861388
541,0.857395, 0.898232
542,0.723041, 0.916209
543,0.809075, 0.850394
545,0.609605, 0.814738
546,0.980259, 0.864508
547,0.857395, 0.968653
548,0.996464, 0.806269
550,0.991161, 0.892141
551,0.683265, 0.934928
552,0.812905, 0.868816
553,0.999116, 0.738672
554,0.835592, 0.955282
556,0.998232, 0.727529
557,0.728933, 0.954984
558,0.781379, 0.895409
559,0.992045, 0.914277
560,0.815262, 0.921260
562,0.920448, 0.955282
563,0.819387, 0.796018
564,0.939894, 0.891249
565,0.999116, 0.776259
566,0.996170, 0.943248
567,0.998821, 0.684594
568,0.730701, 0.951122
569,0.690925, 0.886050
570,0.980849, 0.826177
571,0.997938, 0.680731
572,0.940189, 0.921854
573,0.980554, 0.880553
574,0.559222, 0.962116
575,0.741897, 0.945922
576,0.998527, 0.730501
577,0.827932, 0.946070
578,0.873895, 0.889912
579,0.674720, 0.963601
580,0.765763, 0.755757
581,0.728049, 0.902838
583,1.000000, 0.791710
584,0.976724, 0.866142
585,0.953447, 0.809687
586,0.999116, 0.947556
588,0.787272, 0.919180
589,0.702711, 0.915466
590,0.736889, 0.930025
591,0.997054, 0.740455
592,0.710666, 0.841628
593,0.910430, 0.896301
594,0.748379, 0.957659
595,0.812316, 0.936414
596,0.914260, 0.901352
597,0.970242, 0.934482
600,1.000000, 0.644035
601,0.890100, 0.883375
602,0.937242, 0.822612
603,0.817030, 0.852028
604,0.993813, 0.937454
605,0.959340, 0.965087
606,1.000000, 0.931808
607,0.695050, 0.887832
608,0.758692, 0.962413
609,1.000000, 0.649086
610,0.928992, 0.803892
611,0.670595, 0.945922
612,1.000000, 0.709701
613,0.957278, 0.912346
614,0.809959, 0.934631
616,1.000000, 0.822760
617,0.796995, 0.907443
619,0.871538, 0.971475
620,0.962876, 0.878176
621,0.999411, 0.595454
622,0.774602, 0.942208
623,0.983795, 0.850394
624,0.746906, 0.941019
625,0.899234, 0.874313
627,0.985268, 0.814589
628,0.999705, 0.776853
629,1.000000, 0.843114
630,0.535357, 0.925568
631,0.654979, 0.922597
632,0.842958, 0.847125
633,0.795522, 0.923785
636,0.934296, 0.881147
637,0.938715, 0.949636
640,0.851797, 0.908929
642,0.894520, 0.935374
643,0.969063, 0.872827
644,0.997054, 0.825583
645,0.928403, 0.957807
646,0.975840, 0.784727
647,0.896288, 0.859456
649,0.718326, 0.939385
650,0.756335, 0.879958
651,0.993813, 0.779825
652,0.860636, 0.947853
654,0.750147, 0.952756
655,0.989688, 0.809835
656,0.862994, 0.954242
658,0.728933, 0.902095
661,0.724808, 0.971178
662,0.968768, 0.920666
663,1.000000, 0.803298
664,0.920448, 0.942356
665,0.999411, 0.859308
666,0.999705, 0.659932
667,0.999116, 0.739415
668,0.789039, 0.881890
669,0.761049, 0.942802
670,0.706541, 0.963304
672,0.970831, 0.918289
673,0.759870, 0.924231
674,0.821744, 0.952607
675,0.998821, 0.741049
676,0.724219, 0.948447
677,0.995875, 0.764968
679,0.764585, 0.935522
680,0.958456, 0.956321
681,0.975840, 0.356856
683,0.798173, 0.888278
684,0.963170, 0.848314
685,0.845610, 0.959144
686,1.000000, 0.713416
687,0.739835, 0.880404
688,0.925751, 0.930322
689,0.894225, 0.967464
690,0.998232, 0.773139
691,0.857395, 0.895558
692,0.948144, 0.923340
694,0.997054, 0.642847
695,0.999411, 0.696628
696,0.894520, 0.967464
697,0.997348, 0.760065
698,0.819976, 0.879067
699,0.996464, 0.830783
700,0.873011, 0.885158
701,1.000000, 0.826772
702,0.999116, 0.780270
703,0.999705, 0.613876
705,0.633176, 0.922448
706,0.989098, 0.920963
707,0.983500, 0.887090
708,0.997643, 0.761105
709,0.800530, 0.903878
710,0.783441, 0.969395
711,0.716559, 0.952756
712,0.998232, 0.842965
715,0.870654, 0.885307
716,0.999411, 0.763334
719,0.789334, 0.964938
720,0.999705, 0.726044
721,0.830878, 0.922746
722,0.758397, 0.962264
723,1.000000, 0.734809
724,0.997938, 0.488338
726,1.000000, 0.680880
727,0.830583, 0.923934
728,0.999705, 0.783687
729,0.997348, 0.861833
730,1.000000, 0.969841
731,0.999705, 0.905660
732,1.000000, 0.836131
733,1.000000, 0.721884
734,0.999411, 0.749220
735,0.642310, 0.964641
736,0.806423, 0.953350
737,0.997643, 0.862725
738,0.997938, 0.819343
739,0.730996, 0.928540
740,0.932823, 0.945030
742,0.905127, 0.948447
744,0.704184, 0.974149
745,0.968474, 0.744020
746,0.731585, 0.955876
747,1.000000, 0.942951
748,0.847672, 0.964047
750,0.755156, 0.934779
751,0.831467, 0.850542
753,0.767531, 0.967018
755,0.926635, 0.953350
756,0.946965, 0.950527
757,0.991161, 0.950230
758,0.984973, 0.876096
760,0.909841, 0.910117
761,0.778138, 0.924974
762,0.999705, 0.771505
763,0.834119, 0.954539
764,0.764290, 0.954242
765,0.894225, 0.852771
766,0.837949, 0.939088
767,0.997938, 0.911157
768,0.763995, 0.947408
770,0.745138, 0.924528
771,0.832646, 0.914129
772,0.999116, 0.857822
773,1.000000, 0.494726
774,0.982322, 0.943099
775,0.998527, 0.882484
776,0.998527, 0.736740
777,1.000000, 0.681919
778,0.713907, 0.902838
779,0.982616, 0.785025
780,0.885681, 0.928391
781,0.797584, 0.968504
783,0.990277, 0.863616
785,0.987331, 0.881444
786,1.000000, 0.731392
787,1.000000, 0.753826
788,0.983795, 0.937008
789,0.887743, 0.910266
790,1.000000, 0.770762
791,0.822923, 0.954984
792,0.789334, 0.972664
793,0.966411, 0.938642
794,0.745433, 0.810875
795,0.996464, 0.970435
796,0.886859, 0.959144
797,0.983795, 0.937751
798,0.881556, 0.917694
799,0.897466, 0.880850
801,0.987331, 0.931214
802,0.995875, 0.816966
804,0.999116, 0.839251
807,0.783441, 0.939534
808,0.777549, 0.968653
810,0.977608, 0.825880
811,0.984679, 0.845045
812,0.859163, 0.852325
813,0.998527, 0.850839
814,0.694461, 0.962858
815,0.875368, 0.912940
816,0.935474, 0.895409
817,0.959929, 0.890952
821,0.999411, 0.841480
823,0.992634, 0.976081
824,0.852092, 0.931362
825,0.931644, 0.859308
826,0.860636, 0.941911
827,0.785504, 0.968950
828,0.910725, 0.960184
829,0.797584, 0.947110
830,0.867708, 0.970732
831,0.990572, 0.822909
832,0.919564, 0.975189
833,0.832646, 0.957064
834,0.907778, 0.963156
836,0.999116, 0.865845
837,0.997348, 0.852325
838,0.999411, 0.837914
839,1.000000, 0.690833
841,0.896582, 0.944139
842,0.999705, 0.775219
843,0.830583, 0.975338
844,0.750737, 0.963304
845,0.820271, 0.959739
846,0.920742, 0.929431
848,0.999705, 0.809092
849,0.786093, 0.972367
850,1.000000, 0.850245
852,0.997054, 0.782350
853,1.000000, 0.923488
854,0.996759, 0.912792
855,0.827048, 0.947408
856,0.795522, 0.964790
857,0.986447, 0.897341
858,0.659988, 0.969990
859,0.997938, 0.915317
860,0.987920, 0.947853
861,0.910136, 0.963898
862,0.800825, 0.911454
863,0.994107, 0.966275
865,1.000000, 0.779082
866,0.921626, 0.965830
867,0.993813, 0.737632
868,0.759281, 0.975635
869,0.840012, 0.854108
870,0.983795, 0.793938
871,0.995286, 0.958104
872,0.999116, 0.911009
873,0.981732, 0.973555
874,0.909546, 0.913386
875,0.762227, 0.954093
876,0.997054, 0.885455
878,0.999411, 0.850097
879,0.758986, 0.930322
880,0.991161, 0.945922
881,0.898645, 0.928688
882,0.738067, 0.974892
883,0.943430, 0.953796
884,0.993223, 0.877433
885,0.999705, 0.849948
886,0.986741, 0.929282
887,0.996170, 0.927054
888,0.999116, 0.817858
889,1.000000, 0.724112
890,1.000000, 0.838508
891,1.000000, 0.949785
892,0.697996, 0.966424
893,0.998232, 0.812212
894,1.000000, 0.856931
895,0.825280, 0.947556
897,0.994402, 0.898975
899,0.899234, 0.938939
900,0.806128, 0.902689
901,1.000000, 0.855891
902,0.700648, 0.961224
903,0.997054, 0.927500
905,0.990277, 0.923340
906,0.995286, 0.867330
907,0.997348, 0.864359
908,0.912787, 0.949636
910,0.847967, 0.969098
911,0.956983, 0.775962
912,0.998527, 0.788144
914,0.996464, 0.795573
915,1.000000, 0.825732
916,0.999705, 0.806864
917,0.731291, 0.905512
918,0.868592, 0.980389
919,1.000000, 0.976081
920,0.995286, 0.828852
921,0.767236, 0.947705
922,0.993813, 0.863022
923,0.890100, 0.966424
924,0.944019, 0.922300
925,0.999705, 0.743129
926,0.829994, 0.962413
927,0.744255, 0.967018
930,1.000000, 0.936414
931,0.995875, 0.826772
933,0.848851, 0.906997
935,0.771656, 0.978012
936,0.999116, 0.749666
937,0.909841, 0.919477
938,0.860931, 0.948150
939,0.953447, 0.924974
940,0.999411, 0.787253
941,0.993813, 0.897192
942,0.999411, 0.872827
943,0.989098, 0.867033
944,0.984384, 0.954093
945,0.876841, 0.976527
948,0.901591, 0.908335
949,0.868002, 0.963601
950,0.966411, 0.961224
951,0.993223, 0.873421
952,1.000000, 0.789333
953,0.994402, 0.827663
954,0.852976, 0.973852
955,0.988214, 0.931808
956,0.996170, 0.842371
957,0.822334, 0.974298
959,0.972304, 0.941911
964,0.999705, 0.850394
965,0.903359, 0.971475
966,0.757219, 0.980389
967,0.978491, 0.938642
968,0.962581, 0.956024
970,0.833824, 0.975635
971,0.959635, 0.946219
972,0.814378, 0.877878
973,0.836181, 0.958104
974,0.890100, 0.948893
975,0.962581, 0.961967
976,0.912198, 0.863468
977,0.806423, 0.952756
978,0.864467, 0.980389
980,0.998527, 0.916209
981,0.999411, 0.859902
982,0.996170, 0.811618
983,1.000000, 0.773882
985,0.809369, 0.976527
986,0.883029, 0.948745
987,0.836771, 0.982469
988,0.854744, 0.929728
989,0.866824, 0.971327
991,0.765174, 0.907592
992,0.962581, 0.956619
993,0.799941, 0.934631
995,0.997938, 0.907443
996,1.000000, 0.756351
997,1.000000, 0.793047
999,1.000000, 0.842371
1000,0.818209, 0.944288
1002,0.942251, 0.844302
1003,0.999411, 0.868519
1005,0.999705, 0.775516
1006,0.998527, 0.860348
1008,0.835592, 0.911603
1009,0.999411, 0.873273
1010,0.985857, 0.955430
1011,0.931939, 0.972664
1012,0.731585, 0.976081
1013,0.993518, 0.914574
1014,0.997643, 0.977418
1015,0.999705, 0.838508
1016,0.950206, 0.944585
1017,0.824396, 0.964196
1018,0.873600, 0.896004
1019,1.000000, 0.887684
1020,0.924867, 0.964344
1021,0.745138, 0.919031
1022,0.793164, 0.956767
1023,0.902180, 0.956470
1024,0.964349, 0.859308
1025,0.998527, 0.823503
1026,1.000000, 0.881444
1027,1.000000, 0.830486
1029,0.967590, 0.836280
1030,0.792575, 0.969098
1031,0.980849, 0.906106
1032,0.870065, 0.944585
1033,0.995286, 0.970138
1034,0.939010, 0.857079
1035,0.937537, 0.933294
1037,0.999705, 0.708810
1038,0.972009, 0.948447
1039,0.998821, 0.874907
1040,0.861226, 0.967613
1041,0.993518, 0.905958
1042,0.722746, 0.982915
1043,0.828816, 0.958699
1044,0.969652, 0.922597
1045,0.999705, 0.833606
1046,0.990572, 0.848611
1047,1.000000, 0.763780
1048,0.824985, 0.939831
1049,0.822334, 0.985143
1051,0.888038, 0.937008
1052,0.773424, 0.968950
1053,0.888627, 0.902243
1054,0.789629, 0.941911
1056,0.999705, 0.843411
1059,0.819093, 0.949933
1060,0.807602, 0.979944
1063,0.993813, 0.876541
1064,1.000000, 0.806121
1065,0.824396, 0.986629
1066,1.000000, 0.856336
1067,0.999411, 0.885307
1068,0.873306, 0.867627
1070,0.997054, 0.931808
1071,0.889216, 0.968355
1072,1.000000, 0.863616
1073,0.888627, 0.916951
1074,0.893636, 0.977566
1075,0.976724, 0.933888
1077,0.938715, 0.962561
1078,0.985857, 0.970881
1079,0.999411, 0.789184
1080,1.000000, 0.858713
1081,0.936358, 0.880553
1083,0.993518, 0.901203
1084,0.997938, 0.964047
1085,0.999705, 0.849057
1086,0.800236, 0.957361
1087,0.997054, 0.891398
1088,1.000000, 0.810429
1089,0.999705, 0.753380
1092,1.000000, 0.870450
1093,0.998527, 0.877284
1094,1.000000, 0.882781
1095,0.996759, 0.920814
1096,0.955804, 0.953944
1097,1.000000, 0.770614
1099,0.858279, 0.934185
1100,0.953742, 0.956767
1101,0.857395, 0.973555
1102,0.946081, 0.943693
1103,0.991750, 0.930620
1104,0.999705, 0.838806
1105,0.994991, 0.972218
1106,0.999705, 0.884564
1107,0.924867, 0.934334
1108,0.814084, 0.949042
1111,0.999705, 0.841480
1112,1.000000, 0.868073
1113,0.999116, 0.905215
1114,0.959045, 0.954687
1115,0.951385, 0.939385
1116,0.986152, 0.910266
1117,0.814378, 0.971624
1118,0.811727, 0.964047
1119,0.748674, 0.972961
1120,0.808780, 0.970287
1121,0.973483, 0.932997
1122,0.999411, 0.811024
1123,0.999705, 0.889467
1124,1.000000, 0.910117
1125,0.882145, 0.886644
1126,1.000000, 0.822018
1127,0.819093, 0.955282
1129,0.806128, 0.983806
1131,1.000000, 0.873719
1132,0.872127, 0.951567
1133,0.828226, 0.976081
1134,0.933412, 0.980389
1135,0.995875, 0.913089
1136,0.999705, 0.784876
1137,0.884502, 0.928242
1139,0.999705, 0.844748
1142,0.998527, 0.809687
1143,0.999116, 0.980092
1144,0.926046, 0.947853
1145,0.800825, 0.896746
1146,0.880966, 0.966721
1147,0.975250, 0.902540
1148,0.787861, 0.989749
1149,0.959635, 0.968801
1151,0.995580, 0.825286
1152,0.991750, 0.895558
1153,0.874484, 0.916951
1154,0.997938, 0.687862
1155,0.972009, 0.919626
1156,0.999705, 0.789036
1157,0.837360, 0.985589
1158,0.854449, 0.943842
1159,0.985857, 0.892884
1160,1.000000, 0.926163
1161,0.992634, 0.758877
1162,0.999705, 0.877433
1164,0.771361, 0.966424
1165,0.891868, 0.964196
1166,0.890395, 0.970881
1167,0.987625, 0.917991
1168,0.978491, 0.907740
1169,1.000000, 0.924528
1170,0.977902, 0.847125
1171,0.902475, 0.976972
1172,0.998232, 0.896895
1173,0.785504, 0.974447
1174,0.914850, 0.975189
1175,0.855628, 0.941168
1176,0.811727, 0.968504
1177,0.989393, 0.974447
1178,0.946965, 0.867925
1180,0.875663, 0.980389
1181,1.000000, 0.917397
1182,0.982027, 0.937454
1183,0.873895, 0.955430
1186,1.000000, 0.823355
1187,0.781379, 0.980686
1188,1.000000, 0.891101
1189,0.999411, 0.822463
1190,1.000000, 0.877581
1191,0.939599, 0.934482
1192,0.999411, 0.868816
1193,0.878609, 0.981429
1194,1.000000, 0.844748
1195,0.878609, 0.981726
1199,1.000000, 0.911306
1200,0.885975, 0.942356
1201,0.884502, 0.963750
1202,0.970831, 0.891249
1203,0.874190, 0.918883
1204,0.994402, 0.980686
1205,0.998232, 0.856782
1206,0.977018, 0.941762
1207,0.896877, 0.984995
1208,0.994402, 0.841925
1209,1.000000, 0.895558
1210,0.798763, 0.986183
1211,0.999705, 0.780865
1212,0.958161, 0.978161
1213,0.983500, 0.947110
1214,1.000000, 0.844302
1217,1.000000, 0.668103
1218,0.999411, 0.750854
1219,0.999116, 0.764225
1221,0.864467, 0.987966
1222,0.870949, 0.972218
1223,0.823807, 0.987075
1224,0.972009, 0.978012
1225,0.999705, 0.898232
1226,0.937831, 0.914426
1228,0.818209, 0.983806
1229,0.959340, 0.972515
1231,0.902770, 0.977269
1232,0.998527, 0.904472
1233,0.999116, 0.917843
1234,0.993518, 0.967910
1235,0.853270, 0.927797
1236,1.000000, 0.880701
1237,0.834414, 0.986629
1238,0.865351, 0.975487
1239,0.999411, 0.886198
1240,0.997643, 0.887684
1241,0.994107, 0.880850
1242,0.998821, 0.964641
1243,0.761638, 0.979498
1244,0.865056, 0.954390
1245,1.000000, 0.875056
1246,0.989688, 0.927351
1247,1.000000, 0.804932
1248,0.968474, 0.962561
1250,0.911609, 0.950082
1251,0.947849, 0.907740
1253,0.999116, 0.866587
1254,0.906305, 0.943396
1255,0.996759, 0.927351
1256,0.874779, 0.917991
1257,0.855922, 0.951865
1258,0.977608, 0.955876
1259,0.915439, 0.976527
1262,0.977608, 0.940573
