id,3PM,OREB
1263,0.998527, 0.897786
1264,0.918680, 0.979498
1266,0.999705, 0.705244
1267,0.824985, 0.988412
1268,0.847967, 0.982172
1269,0.997348, 0.908335
1270,0.987625, 0.941019
1271,0.972893, 0.891992
1272,0.952563, 0.918734
1273,0.922510, 0.962858
1275,0.823512, 0.958699
1276,0.999116, 0.871490
1277,0.915144, 0.973555
1278,0.989688, 0.914723
1279,0.995286, 0.916506
1280,0.999411, 0.884564
1281,0.841485, 0.962710
1282,0.944903, 0.883524
1283,0.846199, 0.972218
1285,1.000000, 0.823206
1286,0.958751, 0.951567
1287,0.997938, 0.906403
1288,0.903359, 0.978606
1291,0.999116, 0.869410
1293,0.999705, 0.965830
1294,0.997643, 0.860793
1296,0.898055, 0.976675
1297,0.870949, 0.973258
1298,0.878315, 0.964641
1300,0.914850, 0.959293
1302,0.882145, 0.983361
1303,0.864467, 0.968207
1304,1.000000, 0.917694
1306,0.999705, 0.921706
1307,0.992929, 0.951567
1309,0.984090, 0.965235
1310,0.970242, 0.952904
1311,0.999705, 0.861239
1313,0.997938, 0.889764
1315,0.756040, 0.992275
1316,0.918680, 0.973704
1317,0.967295, 0.880404
1318,0.829699, 0.978904
1319,0.868886, 0.980241
1321,0.999705, 0.851582
1322,0.995286, 0.976527
1323,0.987625, 0.971178
1324,0.842958, 0.969544
1325,0.997643, 0.918289
1327,0.998821, 0.901798
1328,0.996759, 0.883673
1329,0.999705, 0.919328
1331,0.996759, 0.885752
1332,0.999705, 0.914574
1333,0.999116, 0.835686
1334,0.865645, 0.939088
1335,0.967590, 0.866736
1336,0.855333, 0.942208
1337,0.903948, 0.991086
1339,1.000000, 0.902243
1340,0.999705, 0.919180
1341,0.898645, 0.978161
1342,0.993518, 0.959590
1343,0.965822, 0.963750
1344,0.869181, 0.968355
1345,0.882440, 0.976081
1346,0.938421, 0.942951
1347,0.978491, 0.826772
1350,0.911019, 0.982469
1351,0.824691, 0.961076
1353,1.000000, 0.806715
1354,0.976724, 0.970584
1355,0.999411, 0.936265
1356,1.000000, 0.912940
1357,0.993223, 0.956470
1358,0.998527, 0.909523
1359,0.825575, 0.958253
1360,0.999705, 0.868667
1363,0.980259, 0.955579
1364,0.890100, 0.978755
1365,0.830878, 0.950082
1368,0.997054, 0.898232
1370,0.975250, 0.981429
1372,0.999116, 0.923191
1374,0.995580, 0.951270
1375,1.000000, 0.922003
1377,0.958456, 0.898381
1379,0.998821, 0.925568
1380,0.999705, 0.940871
1381,0.999705, 0.902689
1382,0.999705, 0.913534
1383,0.882145, 0.970435
1384,0.999116, 0.889318
1385,0.929582, 0.932105
1386,0.999411, 0.863468
1388,0.997054, 0.905363
1389,0.879199, 0.966127
1390,0.907484, 0.979944
1391,1.000000, 0.879661
1393,0.872717, 0.965533
1394,0.898645, 0.988709
1397,0.873895, 0.982766
1398,0.867118, 0.983658
1400,0.932528, 0.945922
1401,0.998232, 0.973704
1402,0.998232, 0.899569
1403,0.998821, 0.911306
1405,0.999411, 0.914426
1406,1.000000, 0.847720
1407,1.000000, 0.906700
1409,0.899823, 0.962413
1410,0.929287, 0.975635
1413,0.920448, 0.914426
1414,0.909252, 0.972070
1416,0.993813, 0.944288
1417,0.966706, 0.926014
1418,0.996759, 0.894666
1419,0.987036, 0.934631
1420,0.866235, 0.965533
1421,0.945197, 0.942208
1423,0.999705, 0.872679
1425,0.938715, 0.923191
1426,0.932528, 0.976675
1427,0.821744, 0.990343
1429,0.930171, 0.953647
1432,0.998821, 0.969990
1434,0.946376, 0.928540
1435,0.999411, 0.882038
1436,0.900118, 0.941316
1437,0.840601, 0.971921
1438,0.947849, 0.969247
1439,0.906600, 0.941613
1440,0.896877, 0.985292
1441,0.999705, 0.943693
1442,0.942840, 0.975041
1443,0.997938, 0.864062
1445,0.999411, 0.886644
1447,0.897466, 0.989749
1448,0.997348, 0.925717
1449,0.990866, 0.906700
1450,0.998232, 0.943990
1451,0.999411, 0.900461
1452,0.999705, 0.935819
1453,0.851797, 0.981132
1454,0.854744, 0.976229
1455,1.000000, 0.924825
1459,0.992929, 0.968653
1460,0.888332, 0.978904
1461,0.967001, 0.975635
1462,0.901591, 0.950527
1463,0.999411, 0.891547
1464,0.994697, 0.933739
1465,0.994107, 0.924380
1466,0.985563, 0.938196
1467,0.868297, 0.937305
1469,0.999705, 0.833309
1471,0.989098, 0.894666
1472,1.000000, 0.925420
1474,0.879493, 0.975041
1475,0.998232, 0.936414
1476,0.999411, 0.968207
1477,0.939010, 0.988263
1479,0.996464, 0.955430
1480,0.963760, 0.956321
1481,0.964643, 0.951865
1482,0.997348, 0.978309
1483,0.944608, 0.901501
1484,0.832646, 0.984401
1485,0.864467, 0.957956
1486,0.994697, 0.911603
1487,0.999411, 0.914277
1488,0.893047, 0.974001
1489,0.933707, 0.956619
1490,1.000000, 0.846085
1491,0.913966, 0.983063
1492,1.000000, 0.907295
1493,0.923984, 0.985738
1494,0.914850, 0.982321
1495,0.921626, 0.982469
1496,1.000000, 0.845342
1497,1.000000, 0.864805
1500,0.995580, 0.926014
1501,0.893341, 0.957064
1502,0.999705, 0.916357
1504,1.000000, 0.867182
1506,0.898350, 0.984549
1507,0.989982, 0.934928
1508,0.972599, 0.941316
1509,0.943724, 0.956173
1512,0.902475, 0.977566
1513,1.000000, 0.833754
1515,0.956394, 0.968355
1518,0.997938, 0.917397
1519,0.963170, 0.946962
1521,0.999705, 0.948002
1522,0.922510, 0.935968
1523,0.888922, 0.979349
1526,1.000000, 0.925123
1527,0.999705, 0.906849
1529,0.928403, 0.981281
1530,0.898055, 0.969247
1531,0.952858, 0.929282
1533,0.999116, 0.941465
1534,1.000000, 0.899421
1536,0.900412, 0.991532
1537,1.000000, 0.811766
1538,0.999116, 0.930768
1539,0.942251, 0.930471
1540,0.964054, 0.944288
1541,1.000000, 0.916060
1542,1.000000, 0.894072
1543,0.911903, 0.952904
1545,0.986741, 0.950825
1546,0.965233, 0.948596
1548,0.922805, 0.954242
1549,0.997054, 0.857822
1550,0.899234, 0.928094
1551,0.957278, 0.983955
1552,1.000000, 0.834794
1554,0.882145, 0.988412
1555,0.999116, 0.838806
1556,0.921626, 0.978161
1558,0.965822, 0.968950
1559,0.977608, 0.960333
1560,0.977902, 0.976378
1561,0.956394, 0.932105
1562,0.878315, 0.980984
1563,0.968179, 0.979201
1564,0.904243, 0.981281
1566,0.988214, 0.976378
1567,0.984090, 0.959590
1569,0.836476, 0.989006
1571,0.999411, 0.952310
1572,1.000000, 0.866142
1574,0.994402, 0.943842
1575,0.915144, 0.984549
1577,1.000000, 0.922746
1578,0.952563, 0.946219
1579,0.999411, 0.920368
1580,0.999411, 0.894815
1581,0.989393, 0.978012
1582,0.990572, 0.925271
1584,0.980554, 0.953499
1585,0.979670, 0.961076
1586,0.923394, 0.980984
1587,0.938126, 0.961818
1588,0.882440, 0.990789
1589,0.830583, 0.989897
1590,0.930171, 0.926163
1592,0.930760, 0.975784
1594,0.989393, 0.947705
1596,0.884797, 0.987966
1598,0.941662, 0.963304
1599,0.951974, 0.958401
1600,0.952563, 0.937751
1602,0.999116, 0.970584
1603,0.977902, 0.943693
1604,0.957278, 0.981578
1606,0.919269, 0.971475
1607,0.869770, 0.988858
1609,0.928403, 0.957510
1610,0.937242, 0.949933
1611,1.000000, 0.904175
1612,0.998821, 0.900312
1613,0.992045, 0.921111
1614,0.942546, 0.968653
1616,1.000000, 0.893627
1617,0.926046, 0.933739
1621,0.931644, 0.972367
1622,1.000000, 0.927648
1624,0.963170, 0.985143
1625,0.936064, 0.991383
1627,0.997643, 0.916209
1628,0.910136, 0.978161
1629,0.951385, 0.956470
1630,0.893047, 0.970435
1632,0.919859, 0.986480
1635,0.999411, 0.933591
1636,0.991456, 0.939682
1637,0.923689, 0.967315
1639,0.991750, 0.980538
1641,0.928108, 0.973852
1643,0.895993, 0.979201
1644,0.903064, 0.983806
1646,0.997348, 0.934037
1647,0.959635, 0.954242
1648,0.914850, 0.989600
1649,1.000000, 0.933442
1650,0.953153, 0.973852
1651,1.000000, 0.930917
1655,0.999705, 0.937751
1656,0.964938, 0.977715
1659,1.000000, 0.916803
1660,1.000000, 0.894964
1661,0.960519, 0.963304
1662,0.923689, 0.965533
1663,0.980554, 0.937899
1664,0.913671, 0.988560
1665,0.997643, 0.964196
1666,0.905716, 0.981578
1668,0.974956, 0.940128
1671,0.955804, 0.984401
1672,0.985268, 0.924677
1673,0.892163, 0.990640
1674,1.000000, 0.932105
1675,0.871833, 0.988263
1677,0.957572, 0.979795
1678,0.992929, 0.961670
1679,0.924573, 0.984252
1680,0.998232, 0.974744
1681,1.000000, 0.969395
1682,0.929287, 0.940276
1683,0.994402, 0.973704
1684,0.972009, 0.963453
1686,0.985563, 0.960333
1688,0.918975, 0.922003
1689,0.999411, 0.893775
1690,0.955510, 0.949190
1691,0.929287, 0.990343
1694,1.000000, 0.946219
1695,0.915144, 0.989006
1696,0.964349, 0.955727
1697,1.000000, 0.978904
1698,0.994697, 0.957510
1702,0.911314, 0.962413
1703,0.883913, 0.983509
1704,0.902770, 0.984995
1706,1.000000, 0.928391
1707,0.927225, 0.987818
1708,0.998527, 0.978012
1709,0.985857, 0.943248
1710,0.999705, 0.916506
1713,0.991161, 0.949042
1714,0.947849, 0.970138
1715,0.990572, 0.967315
1717,0.943135, 0.969692
1718,0.999705, 0.988412
1719,0.993223, 0.971624
1720,0.932823, 0.984846
1721,0.893636, 0.984995
1722,0.912493, 0.961521
1723,0.997054, 0.941316
1724,0.994107, 0.950230
1726,0.999705, 0.971772
1727,1.000000, 0.944436
1728,0.941072, 0.975635
1730,0.918975, 0.963304
1732,0.932233, 0.976527
1734,0.968768, 0.972515
1735,0.940483, 0.982023
1736,0.947260, 0.988858
1737,0.946671, 0.971030
1738,0.949028, 0.989006
1743,0.939894, 0.977715
1744,0.929582, 0.980538
1745,0.964643, 0.963156
1746,0.994402, 0.990195
1747,0.935180, 0.946219
1748,0.980849, 0.981875
1749,0.999116, 0.926163
1750,0.942840, 0.984846
1751,0.999705, 0.865845
1753,0.921626, 0.960184
1754,1.000000, 0.946070
1755,0.969063, 0.924825
1757,0.974367, 0.972070
1758,0.992634, 0.983063
1759,1.000000, 0.918734
1761,0.999411, 0.937305
1762,0.948733, 0.986332
1763,0.987920, 0.981578
1764,0.999705, 0.916654
1765,0.989982, 0.974298
1766,0.972599, 0.927500
1768,0.930171, 0.988412
1769,0.930466, 0.982618
1770,0.902180, 0.987372
1772,0.939305, 0.989303
1773,0.946081, 0.988115
1774,0.995286, 0.979201
1775,1.000000, 0.950527
1777,0.999411, 0.949339
1778,0.979375, 0.969395
1780,0.945787, 0.975784
1781,0.991750, 0.937008
1782,0.999705, 0.923043
1783,0.946081, 0.954093
1785,0.952269, 0.978161
1786,0.893636, 0.983806
1787,1.000000, 0.930471
1788,0.935769, 0.967464
1791,0.981143, 0.988709
1792,0.974367, 0.964938
1794,0.999411, 0.921408
1795,0.942840, 0.994057
1796,0.954331, 0.976675
1798,0.941367, 0.970287
1799,0.937831, 0.970287
1800,0.999705, 0.956767
1801,0.975250, 0.984252
1803,0.967295, 0.942356
1804,0.987331, 0.911454
1805,0.941367, 0.984401
1806,0.898645, 0.992423
1809,0.925457, 0.991383
1811,0.946965, 0.959144
1812,0.967885, 0.980389
1817,0.975250, 0.987669
1819,1.000000, 0.956173
1820,1.000000, 0.904323
1821,0.978786, 0.988858
1823,0.996464, 0.948596
1825,0.992339, 0.966127
1826,0.999411, 0.990789
1827,0.972009, 0.979201
1831,0.944903, 0.987966
1832,1.000000, 0.919180
1834,0.951385, 0.979201
1835,1.000000, 0.941613
1836,0.973188, 0.983212
1837,1.000000, 0.940573
1838,0.952269, 0.976229
1839,0.939599, 0.985589
1840,0.995580, 0.944585
1841,1.000000, 0.919477
1842,0.935769, 0.989897
1843,0.944608, 0.978755
1844,1.000000, 0.929431
1846,0.965233, 0.982172
1849,0.990572, 0.923785
1850,0.915144, 0.990937
1853,0.965233, 0.993463
1854,0.962581, 0.991383
1855,0.997348, 0.979201
1856,1.000000, 0.958996
1857,0.963170, 0.973704
1858,0.970536, 0.979646
1860,1.000000, 0.935225
1862,0.995580, 0.963156
1863,0.996464, 0.980538
1864,1.000000, 0.954687
1865,0.981732, 0.957807
1867,0.938421, 0.982469
1868,0.974956, 0.952162
1869,1.000000, 0.943545
1870,1.000000, 0.937305
1871,0.993223, 0.975784
1872,0.919564, 0.984252
1874,1.000000, 0.979944
1877,0.978197, 0.982618
1879,0.997643, 0.990343
1880,1.000000, 0.957956
1881,0.918680, 0.986926
1882,1.000000, 0.935968
1883,1.000000, 0.935077
1884,0.970242, 0.977269
1886,0.988804, 0.913089
1887,1.000000, 0.950082
1888,0.974956, 0.987520
1889,0.985857, 0.968504
1892,0.999705, 0.982023
1893,0.999705, 0.977121
1894,0.943135, 0.992126
1897,0.985563, 0.975784
1898,0.926930, 0.977121
1901,0.957572, 0.989600
1902,0.942251, 0.983955
1904,0.998821, 0.941316
1905,0.961402, 0.979349
1906,0.955215, 0.972812
1907,0.999705, 0.935077
1908,0.951385, 0.981429
1910,0.966117, 0.970584
1911,0.995875, 0.919180
1912,0.965527, 0.987669
1913,0.982322, 0.986035
1914,0.967295, 0.970287
1915,0.998821, 0.967464
1916,0.950796, 0.986480
1919,0.999411, 0.950230
1920,0.999411, 0.937156
1921,0.960224, 0.989600
1922,0.967001, 0.946219
1923,0.967885, 0.982469
1925,0.972599, 0.982915
1926,0.961402, 0.989303
1927,0.926046, 0.994949
1928,0.994991, 0.969692
1929,0.992339, 0.933739
1930,1.000000, 0.949487
1931,0.998527, 0.981726
1932,0.912493, 0.990343
1934,0.976134, 0.995097
1935,0.997348, 0.979795
1936,1.000000, 0.932254
1938,0.952269, 0.987372
1939,0.999705, 0.959144
1941,0.997938, 0.913683
1942,1.000000, 0.928094
1946,0.958456, 0.971921
1947,0.972893, 0.977418
1948,0.969358, 0.981132
1950,0.969947, 0.987075
1951,0.969652, 0.984846
1952,0.995875, 0.924825
1953,0.994991, 0.986480
1954,0.947849, 0.991235
1956,0.951679, 0.992720
1958,0.958456, 0.987669
1960,0.997348, 0.981132
1961,0.955215, 0.984252
1962,1.000000, 0.970732
1964,0.961992, 0.993017
1965,0.953153, 0.979052
1966,0.999411, 0.960184
1967,0.950796, 0.969098
1968,0.995580, 0.934482
1969,1.000000, 0.970881
1970,0.969358, 0.988858
1972,0.999411, 0.976378
1974,0.993223, 0.959590
1975,0.988214, 0.968801
1976,0.991750, 0.956767
1977,0.950796, 0.996732
1978,1.000000, 0.964196
1979,1.000000, 0.949933
1980,0.965822, 0.984995
1982,1.000000, 0.953202
1985,0.941072, 0.976675
1987,0.982322, 0.977121
1988,1.000000, 0.951716
1989,0.935769, 0.986926
1990,0.997938, 0.950825
1991,0.923689, 0.986629
1992,0.999411, 0.983361
1993,0.990866, 0.986629
1994,0.961697, 0.967613
1996,0.942251, 0.987223
1997,0.970536, 0.996434
1999,0.964643, 0.989155
2000,0.942840, 0.985440
2001,0.946965, 0.993166
2002,1.000000, 0.957659
2003,0.963465, 0.987818
2004,0.992929, 0.988709
2011,0.999411, 0.953053
2012,0.976724, 0.980241
2013,0.971126, 0.991977
2014,0.989982, 0.986926
2015,0.992634, 0.984846
2016,0.999705, 0.876096
2018,0.998821, 0.954539
2021,0.970536, 0.964344
2022,0.961402, 0.984846
2024,0.955215, 0.978012
2025,0.985563, 0.964493
2026,0.944903, 0.984252
2027,0.972304, 0.972515
2029,0.999705, 0.915763
2030,0.999705, 0.961224
2031,0.951974, 0.991532
2032,0.961108, 0.989600
2033,0.947260, 0.992275
2035,0.967295, 0.990046
2036,0.969947, 0.986035
2037,0.999116, 0.973852
2038,0.982616, 0.990937
2039,0.998821, 0.929877
2040,0.975840, 0.971030
2042,0.997054, 0.989600
2043,0.999705, 0.990492
2045,0.962876, 0.991680
2046,0.993223, 0.982766
2049,0.999411, 0.934037
2051,0.999411, 0.958104
2052,0.954920, 0.978012
2054,0.948733, 0.993612
2056,0.982616, 0.994057
2058,0.954037, 0.988263
2059,0.999116, 0.964493
2061,0.966706, 0.991383
2062,0.967590, 0.987818
2063,0.973777, 0.971624
2064,0.952563, 0.995543
2065,0.955215, 0.990937
2066,0.970536, 0.987372
2067,0.959929, 0.993463
2069,0.989098, 0.960630
2070,0.997643, 0.976229
2072,0.931644, 0.989155
2073,0.982911, 0.990046
2075,0.997054, 0.961670
2076,0.943135, 0.982915
2077,0.955804, 0.991680
2078,1.000000, 0.934185
2079,0.999116, 0.976229
2080,0.944019, 0.991829
2081,1.000000, 0.943396
2082,1.000000, 0.975635
2083,0.961697, 0.986778
2084,0.999411, 0.941613
2086,0.999705, 0.928837
2087,0.977902, 0.987520
2088,0.991161, 0.966870
2089,0.956688, 0.974001
2090,1.000000, 0.983361
2092,1.000000, 0.916506
2093,0.997054, 0.968058
2094,1.000000, 0.958699
2097,0.926930, 0.994057
2098,0.969947, 0.994354
2100,1.000000, 0.950379
2101,0.987920, 0.987966
2102,0.994697, 0.949487
2103,0.978491, 0.992720
2106,1.000000, 0.968504
2107,0.986741, 0.987223
2110,0.981143, 0.992126
2111,0.946671, 0.992126
2113,0.998821, 0.963156
2116,1.000000, 0.953796
2117,0.971126, 0.973258
2119,0.985857, 0.976972
2120,0.964643, 0.981726
2122,0.999705, 0.960036
2123,0.946081, 0.983212
2124,0.999116, 0.957361
2126,0.972009, 0.992275
2127,0.958161, 0.995692
2130,0.999705, 0.959590
2131,0.954626, 0.990343
2132,0.981438, 0.971921
2133,0.981438, 0.993463
2135,0.974367, 0.992423
2137,0.959929, 0.991532
2138,0.938126, 0.986480
2140,0.978197, 0.982915
2142,0.969947, 0.988560
2143,1.000000, 0.971772
2144,0.999411, 0.972218
2145,1.000000, 0.948745
2146,0.969947, 0.979646
2148,0.999705, 0.916951
2149,0.944313, 0.978458
2152,0.984384, 0.988560
2153,0.997938, 0.970138
2154,0.972893, 0.995692
2155,0.993223, 0.992275
2156,0.977313, 0.989303
2157,0.999411, 0.973407
2158,0.964938, 0.993909
2159,0.984679, 0.989155
2160,0.991456, 0.980538
2161,0.989688, 0.952310
2163,0.959340, 0.969692
2165,1.000000, 0.972664
2167,0.940189, 0.978458
2169,0.979965, 0.975041
2171,0.999116, 0.948893
2172,0.985563, 0.991235
2175,0.972893, 0.981132
2177,0.961697, 0.994949
2178,1.000000, 0.915466
2180,1.000000, 0.967167
2181,0.983206, 0.966424
2182,0.963170, 0.992275
2184,0.935474, 0.992720
2185,0.942546, 0.988858
2187,1.000000, 0.981132
2188,0.979081, 0.988412
2189,1.000000, 0.980389
2190,0.967001, 0.991977
2192,0.996464, 0.923488
2196,0.995286, 0.972664
2197,1.000000, 0.954093
2200,0.995286, 0.980984
2201,0.973483, 0.982172
2203,0.954037, 0.994949
2204,0.996170, 0.975189
2205,0.996759, 0.958699
2207,0.959635, 0.986778
2212,0.966117, 0.992126
2213,0.999411, 0.956619
2214,0.998232, 0.964493
2215,0.966706, 0.990343
2217,0.984679, 0.982321
2218,0.998232, 0.983212
2220,0.987920, 0.988115
2222,1.000000, 0.981429
2223,0.948144, 0.986332
2225,1.000000, 0.964047
2227,1.000000, 0.975338
2228,0.998232, 0.979349
2229,0.965527, 0.994652
2230,0.951679, 0.994206
2233,0.971420, 0.987966
2235,0.979081, 0.994503
2237,0.997643, 0.966721
2238,0.975545, 0.994949
2239,0.999411, 0.960333
2240,0.976724, 0.979498
2241,0.997938, 0.974001
2242,0.999705, 0.973704
2243,1.000000, 0.961967
2244,0.999705, 0.961818
2245,0.999705, 0.967315
2246,0.983206, 0.987520
2247,1.000000, 0.964344
2248,0.997054, 0.964790
2249,0.997348, 0.983063
2251,0.977313, 0.988858
2253,0.997643, 0.979201
2255,0.970536, 0.982469
2257,0.999411, 0.944139
2260,0.976134, 0.986035
2261,0.989982, 0.985292
2264,0.999116, 0.976972
2265,0.966411, 0.988412
2267,0.998527, 0.986480
2269,0.986741, 0.993315
2270,0.998821, 0.973555
2271,0.999705, 0.982618
2272,0.999116, 0.979052
2273,0.975840, 0.988115
2275,0.969652, 0.990046
2277,0.962286, 0.996583
2281,0.998232, 0.958847
2283,0.961108, 0.994800
2285,0.961402, 0.985886
2289,0.979375, 0.985738
2291,0.971420, 0.987223
2293,0.980554, 0.992869
2295,0.987036, 0.988412
2296,1.000000, 0.994057
2297,0.989982, 0.989006
2300,0.987920, 0.990492
2302,0.995875, 0.990789
2303,0.965822, 0.996732
2304,0.982616, 0.971030
2305,0.972893, 0.990492
2306,0.956099, 0.995543
2307,0.964643, 0.982023
2309,1.000000, 0.897044
2310,0.997938, 0.974149
2313,0.996759, 0.991235
2314,0.999705, 0.966127
2315,1.000000, 0.972367
2316,0.999411, 0.968355
2317,0.993223, 0.990937
2319,0.982616, 0.988115
2321,0.998232, 0.993166
2322,0.989688, 0.996286
2324,0.988804, 0.986480
2326,0.969063, 0.993166
2328,0.959635, 0.993315
2329,0.999705, 0.990343
2331,0.994107, 0.989749
2332,0.986741, 0.995394
2335,0.978786, 0.997177
2336,0.978786, 0.991532
2338,0.992045, 0.995097
2339,0.984973, 0.972961
2340,0.975250, 0.977121
2341,1.000000, 0.978458
2342,0.972893, 0.994652
2344,0.969947, 0.993760
2345,0.998232, 0.979646
2346,0.964349, 0.999109
2348,1.000000, 0.891695
2349,0.976134, 0.987818
2350,0.993518, 0.988560
2351,0.999705, 0.980686
2352,0.997643, 0.991086
2353,0.980849, 0.995989
2354,0.999116, 0.991086
2355,1.000000, 0.956619
2357,0.965527, 0.993315
2361,0.968179, 0.982915
2362,1.000000, 0.962413
2363,0.980849, 0.991532
2365,0.999705, 0.972367
2368,0.997348, 0.989006
2369,0.984384, 0.993463
2371,0.999411, 0.981726
2372,0.975545, 0.990195
2373,0.999705, 0.975338
2374,0.986447, 0.983955
2375,0.996464, 0.961521
2377,1.000000, 0.986778
2378,0.989688, 0.984103
2379,0.999411, 0.970881
2381,0.971715, 0.996583
2382,0.979965, 0.980389
2383,0.999705, 0.965087
2384,0.977018, 0.979944
2387,0.977313, 0.995840
2388,0.968768, 0.996583
2389,0.998527, 0.994057
2390,0.997938, 0.989749
2391,1.000000, 0.977715
2392,1.000000, 0.988709
2393,0.987331, 0.984103
2394,0.999411, 0.973109
2395,0.964938, 0.993017
2399,0.995286, 0.986926
2402,0.989393, 0.980389
2404,0.972009, 0.978309
2405,0.964054, 0.988560
2406,0.999705, 0.973258
2407,0.969358, 0.989452
2408,0.983795, 0.983063
2409,0.995875, 0.994206
2410,1.000000, 0.973704
2411,0.989098, 0.970881
2412,0.974661, 0.995692
2413,0.971715, 0.988115
2414,0.964643, 0.995989
2415,0.985857, 0.991829
2416,0.997643, 0.974595
2417,0.995875, 0.975041
2418,1.000000, 0.982618
2419,0.984973, 0.994652
2420,0.974367, 0.977864
2422,0.970242, 0.994503
2424,0.999116, 0.972070
2425,0.992929, 0.985440
2428,0.998527, 0.976527
2429,1.000000, 0.978012
2430,0.999705, 0.973555
2431,1.000000, 0.972070
2434,0.991750, 0.982915
2438,1.000000, 0.965087
2441,0.976724, 0.994949
2442,0.998821, 0.979498
2443,0.989688, 0.985440
2444,0.990277, 0.992423
2445,1.000000, 0.948150
2446,0.996464, 0.986035
2450,1.000000, 0.972961
2451,1.000000, 0.976972
2453,0.982911, 0.983361
2454,0.996464, 0.995097
2456,0.996170, 0.991977
2459,1.000000, 0.972812
2460,0.979375, 0.991680
2464,0.979965, 0.996137
2466,1.000000, 0.975487
2467,0.996464, 0.987520
2470,0.995580, 0.987075
2471,0.998821, 0.977269
2474,0.989982, 0.991532
2475,1.000000, 0.977269
2476,0.991161, 0.993760
2477,1.000000, 0.966573
2478,0.978786, 0.992572
2480,0.979965, 0.994949
2483,0.999705, 0.975189
2485,0.983500, 0.994057
2486,0.999411, 0.995840
2487,0.978197, 0.996434
2488,0.990572, 0.976378
2491,0.953153, 0.994057
2492,0.998527, 0.987223
2493,0.984384, 0.991532
2496,0.992634, 0.991383
2497,1.000000, 0.973258
2500,0.981438, 0.995840
2502,0.999411, 0.987669
2503,0.984973, 0.998366
2506,0.989098, 0.989452
2507,1.000000, 0.980835
2508,0.994991, 0.993463
2510,0.998821, 0.987966
2511,0.989098, 0.993017
2512,1.000000, 0.970435
2513,0.989982, 0.991829
2517,0.998527, 0.982766
2519,0.999705, 0.960927
2520,1.000000, 0.978309
2521,0.999705, 0.976972
2523,1.000000, 0.983509
2524,0.971715, 0.987669
2525,1.000000, 0.984103
2528,0.983795, 0.990937
2530,0.973188, 0.993166
2532,0.983795, 0.995840
2534,0.984090, 0.994354
2535,0.997643, 0.990640
2536,0.998232, 0.990640
2538,0.997054, 0.980092
2539,0.998232, 0.976972
2540,0.999705, 0.984103
2541,0.972893, 0.990046
2542,0.991161, 0.993909
2544,0.979081, 0.993017
2545,0.959045, 0.982618
2546,0.981143, 0.995840
2547,1.000000, 0.990195
2549,1.000000, 0.978606
2550,1.000000, 0.976527
2552,0.977018, 0.997029
2553,0.960519, 0.995543
2554,0.993223, 0.993760
2556,0.999411, 0.972515
2557,0.999705, 0.988263
2558,0.986447, 0.985440
2559,0.994697, 0.980835
2561,0.987036, 0.993166
2563,0.994991, 0.993315
2564,0.987331, 0.983806
2566,1.000000, 0.996880
2567,1.000000, 0.980984
2569,1.000000, 0.980241
2570,0.972009, 0.994652
2572,0.967885, 0.997177
2573,0.989688, 0.989006
2574,0.999411, 0.973258
2575,1.000000, 0.988858
2576,1.000000, 0.971327
2578,0.999116, 0.972218
2580,0.989393, 0.993166
2581,0.986447, 0.996434
2582,0.984090, 0.996732
2584,0.999116, 0.981726
2586,0.999411, 0.966870
2587,0.965233, 0.998069
2589,0.994697, 0.987818
2590,0.968768, 0.997326
2591,1.000000, 0.979052
2596,0.990866, 0.985886
2597,0.971126, 0.997177
2600,0.980554, 0.992423
2601,0.991750, 0.986629
2604,0.975840, 0.993612
2606,0.993518, 0.981726
2608,1.000000, 0.990343
2610,0.999411, 0.993315
2611,0.997348, 0.986629
2612,0.989982, 0.992126
2614,0.999411, 0.991383
2615,0.970242, 0.993612
2616,0.985857, 0.994652
2617,1.000000, 0.976229
2619,1.000000, 0.989155
2621,0.998232, 0.992423
2623,0.999411, 0.991532
2624,0.982322, 0.992869
2625,0.994697, 0.993760
2627,0.979375, 0.995840
2630,0.999411, 0.984995
2631,0.981732, 0.994800
2632,0.992634, 0.987223
2633,1.000000, 0.984401
2634,0.997938, 0.990789
2636,0.985563, 0.994503
2637,0.999705, 0.983955
2638,0.994402, 0.995989
2639,0.997938, 0.991680
2640,1.000000, 0.995989
2641,0.997348, 0.982023
2642,0.994107, 0.996583
2643,0.997348, 0.982172
2645,0.981732, 0.987818
2646,0.978491, 0.996732
2647,0.987036, 0.992572
2648,0.993813, 0.992275
2649,0.999705, 0.994206
2651,0.999116, 0.979349
2653,0.988509, 0.984846
2654,1.000000, 0.987818
2656,0.986741, 0.986926
2658,0.989098, 0.997623
2661,0.999116, 0.983509
2662,0.989393, 0.995246
2663,0.986152, 0.994057
2664,0.995580, 0.988263
2665,0.997643, 0.973109
2667,0.987331, 0.992720
2668,0.988214, 0.997177
2669,0.984090, 0.993017
2670,1.000000, 0.982766
2672,0.999411, 0.986629
2673,0.988509, 0.991383
2674,0.999411, 0.996434
2675,0.975545, 0.997326
2676,0.986152, 0.982023
2677,0.996759, 0.993463
2678,1.000000, 0.967315
2679,0.981438, 0.998366
2681,1.000000, 0.974447
2683,0.996464, 0.994057
2684,0.999411, 0.991680
2686,0.984679, 0.984401
2688,0.996170, 0.991532
2689,0.993813, 0.995989
2690,0.988804, 0.996880
2691,1.000000, 0.981875
2695,0.967295, 0.996732
2696,1.000000, 0.982915
